,yelp_name,id,ym,rating_mean,rating_ct,rating_cct,rating_cmean,rating_display,kw_adult_entertainment,kw_american_new,kw_american_traditional,kw_arcades,kw_argentine,kw_art_galleries,kw_asian_fusion,kw_bar_crawl,kw_barbeque,kw_bars,kw_beer,kw_beer_bar,kw_beer_gardens,kw_bowling,kw_breakfast_brunch,kw_breweries,kw_buffets,kw_burgers,kw_cafes,kw_cajun_creole,kw_chicken_wings,kw_chinese,kw_cigar_bars,kw_cinema,kw_cocktail_bars,kw_coffee_tea,kw_colleges_universities,kw_comedy_clubs,kw_comfort_food,kw_community_centers,kw_country_clubs,kw_country_dance_halls,kw_dance_clubs,kw_desserts,kw_diners,kw_dive_bars,kw_donuts,kw_fast_food,kw_food_trucks,kw_french,kw_gastropubs,kw_gay_bars,kw_german,kw_golf,kw_hookah_bars,kw_hot_dogs,kw_hotels,kw_italian,kw_japanese,kw_karaoke,kw_korean,kw_latin_american,kw_lebanese,kw_lounges,kw_mediterranean,kw_mexican,kw_modern_european,kw_music_venues,kw_nightlife,kw_pasta_shops,kw_performing_arts,kw_piano_bars,kw_pizza,kw_pool_halls,kw_pubs,kw_ramen,kw_restaurants,kw_salad,kw_sandwiches,kw_seafood,kw_soup,kw_southern,kw_specialty_food,kw_sports_bars,kw_stadiums_arenas,kw_steakhouses,kw_sushi_bars,kw_szechuan,kw_tacos,kw_tapas_bars,kw_teppanyaki,kw_tex_mex,kw_thai,kw_used,kw_vegan,kw_vegetarian,kw_venues_event_spaces,kw_vintage_consignment,kw_wine_spirits,kw_wine_bars,vtype
10,1-8-pizza-pub-el-paso,32056466777_mb905477_79903_1_8th_pizza_pub,11/30/16,3,1,23,3.956521739,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Restaurant
11,1-8-pizza-pub-el-paso,32056466777_mb905477_79903_1_8th_pizza_pub,12/31/16,5,1,24,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Restaurant
12,1-8-pizza-pub-el-paso,32056466777_mb905477_79903_1_8th_pizza_pub,2/28/17,3.666666667,3,27,3.962962963,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Restaurant
13,1-8-pizza-pub-el-paso,32056466777_mb905477_79903_1_8th_pizza_pub,3/31/17,4.75,4,31,4.064516129,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Restaurant
14,1-8-pizza-pub-el-paso,32056466777_mb905477_79903_1_8th_pizza_pub,4/30/17,4,2,33,4.060606061,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Restaurant
15,1-8-pizza-pub-el-paso,32056466777_mb905477_79903_1_8th_pizza_pub,5/31/17,5,2,35,4.114285714,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Restaurant
16,1-8-pizza-pub-el-paso,32056466777_mb905477_79903_1_8th_pizza_pub,6/30/17,4.333333333,3,38,4.131578947,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Restaurant
17,1-8-pizza-pub-el-paso,32056466777_mb905477_79903_1_8th_pizza_pub,7/31/17,4.4,5,43,4.162790698,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Restaurant
18,1-8-pizza-pub-el-paso,32056466777_mb905477_79903_1_8th_pizza_pub,8/31/17,4,5,48,4.145833333,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Restaurant
19,1-8-pizza-pub-el-paso,32056466777_mb905477_79903_1_8th_pizza_pub,9/30/17,5,1,49,4.163265306,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Restaurant
20,1-8-pizza-pub-el-paso,32056466777_mb905477_79903_1_8th_pizza_pub,10/31/17,4,1,50,4.16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Restaurant
21,1-8-pizza-pub-el-paso,32056466777_mb905477_79903_1_8th_pizza_pub,11/30/17,2.666666667,3,53,4.075471698,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Restaurant
22,1-8-pizza-pub-el-paso,32056466777_mb905477_79903_1_8th_pizza_pub,1/31/18,5,2,55,4.109090909,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Restaurant
23,1-8-pizza-pub-el-paso,32056466777_mb905477_79903_1_8th_pizza_pub,2/28/18,5,1,56,4.125,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Restaurant
24,1-8-pizza-pub-el-paso,32056466777_mb905477_79903_1_8th_pizza_pub,3/31/18,3,2,58,4.086206897,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Restaurant
25,1-8-pizza-pub-el-paso,32056466777_mb905477_79903_1_8th_pizza_pub,4/30/18,4.5,2,60,4.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Restaurant
26,1-8-pizza-pub-el-paso,32056466777_mb905477_79903_1_8th_pizza_pub,5/31/18,4.333333333,3,63,4.111111111,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Restaurant
27,1-8-pizza-pub-el-paso,32056466777_mb905477_79903_1_8th_pizza_pub,7/31/18,4,1,64,4.109375,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Restaurant
28,1-8-pizza-pub-el-paso,32056466777_mb905477_79903_1_8th_pizza_pub,8/31/18,3.75,4,68,4.088235294,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Restaurant
29,1810-taqueria-y-borracheria-el-paso,32055869880_mb897692_79936_taqueria_y_borracheria_1810,1/31/16,5,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Restaurant
